t_s,voltage
0.807,3.539
1.458,3.519
2.105,3.539
2.765,3.543
3.428,3.539
4.088,3.524
4.743,3.529
5.390,3.534
6.029,3.524
6.673,3.524
7.311,3.539
7.954,3.524
8.601,3.529
9.269,3.529
9.932,3.543
10.612,3.519
11.321,3.543
12.046,3.524
12.787,3.524
13.525,3.524
14.237,3.514
14.966,3.539
15.687,3.539
16.425,3.529
17.141,3.519
17.866,3.524
18.600,3.543
19.329,3.524
20.029,3.524
20.742,3.539
21.454,3.539
22.167,3.539
22.851,3.539
23.560,3.543
24.281,3.539
24.993,3.529
25.698,3.539
26.423,3.534
27.148,3.539
27.836,3.524
28.549,3.529
29.265,3.524
29.970,3.539
30.662,3.519
31.370,3.543
32.079,3.539
32.759,3.539
33.459,3.524
34.160,3.543
34.848,3.519
35.528,3.543
36.216,3.539
36.908,3.534
37.568,3.539
38.239,3.529
38.911,3.524
39.587,3.543
40.246,3.519
40.926,3.539
41.610,3.529
42.274,3.534
42.950,3.539
43.629,3.524
44.305,3.539
44.952,3.519
45.604,3.519
46.259,3.539
46.902,3.543
47.545,3.519
48.205,3.539
48.876,3.539
49.544,3.539
50.236,3.539
50.928,3.539
51.616,3.519
52.284,3.539
52.968,3.534
53.664,3.543
54.328,3.529
55.004,3.543
55.692,3.524
56.388,3.539
57.064,3.539
57.761,3.539
58.465,3.519
59.174,3.529
59.857,3.539
