t_s,voltage
0.273,3.768
0.834,3.773
1.391,3.759
1.944,3.763
2.481,3.773
3.021,3.768
3.558,3.759
4.094,3.759
4.635,3.773
5.188,3.773
5.749,3.768
6.314,3.773
6.892,3.773
7.486,3.768
8.104,3.759
8.747,3.768
9.390,3.773
10.050,3.759
10.721,3.773
11.377,3.773
12.020,3.759
12.675,3.773
13.326,3.768
13.957,3.768
14.588,3.768
15.223,3.768
15.866,3.773
16.505,3.768
17.131,3.768
17.778,3.768
18.442,3.773
19.102,3.768
19.757,3.763
20.437,3.759
21.129,3.773
21.805,3.773
22.464,3.773
23.128,3.763
23.797,3.759
24.459,3.773
25.110,3.768
25.773,3.768
26.441,3.768
27.113,3.763
27.764,3.763
28.419,3.773
29.083,3.768
29.755,3.768
30.447,3.773
31.127,3.759
31.811,3.773
32.511,3.768
33.216,3.763
33.892,3.773
34.572,3.768
35.247,3.759
35.923,3.773
36.587,3.759
37.242,3.759
37.905,3.768
38.585,3.773
39.278,3.773
39.933,3.768
40.613,3.768
41.313,3.768
42.030,3.759
42.734,3.759
43.410,3.768
44.094,3.759
44.778,3.773
45.462,3.768
46.134,3.763
46.810,3.763
47.502,3.773
48.210,3.773
48.899,3.773
49.578,3.768
50.258,3.759
50.934,3.763
51.594,3.768
52.224,3.763
52.863,3.763
53.510,3.759
54.154,3.768
54.796,3.773
55.460,3.773
56.140,3.763
56.795,3.763
57.471,3.759
58.151,3.763
58.823,3.759
59.486,3.763
