t_s,voltage
0.579,3.587
1.169,3.602
1.816,3.607
2.471,3.607
3.131,3.587
3.774,3.592
4.437,3.592
5.105,3.612
5.773,3.607
6.444,3.592
7.137,3.612
7.817,3.592
8.517,3.597
9.180,3.583
9.848,3.592
10.508,3.602
11.167,3.587
11.843,3.607
12.531,3.583
13.207,3.597
13.871,3.602
14.559,3.602
15.259,3.602
15.943,3.597
16.639,3.592
17.352,3.592
18.093,3.587
18.814,3.587
19.539,3.597
20.281,3.602
21.018,3.592
21.726,3.597
22.464,3.583
23.209,3.597
23.930,3.607
24.655,3.597
25.388,3.597
26.109,3.607
26.818,3.602
27.551,3.583
28.288,3.587
28.992,3.583
29.705,3.578
30.434,3.592
31.155,3.592
31.839,3.602
32.544,3.578
33.260,3.578
33.961,3.592
34.657,3.592
35.374,3.602
36.111,3.602
36.807,3.587
37.532,3.592
38.257,3.583
38.974,3.607
39.663,3.607
40.375,3.602
41.092,3.607
41.780,3.573
42.464,3.602
43.172,3.597
43.885,3.592
44.569,3.592
45.278,3.592
45.990,3.592
46.703,3.587
47.395,3.602
48.104,3.578
48.813,3.587
49.533,3.583
50.209,3.597
50.905,3.592
51.606,3.602
52.294,3.573
52.974,3.592
53.674,3.597
54.375,3.583
55.059,3.583
55.751,3.587
56.460,3.592
57.172,3.583
57.848,3.602
58.557,3.597
59.278,3.602
59.990,3.592
