t_s,voltage
0.739,3.773
1.332,3.763
1.922,3.773
2.524,3.773
3.135,3.763
3.737,3.773
4.343,3.768
4.961,3.759
5.584,3.763
6.198,3.773
6.817,3.773
7.443,3.778
8.074,3.768
8.684,3.773
9.295,3.773
9.913,3.759
10.528,3.778
11.134,3.773
11.756,3.778
12.387,3.768
13.014,3.768
13.636,3.773
14.271,3.763
14.910,3.773
15.545,3.778
16.188,3.768
16.835,3.759
17.478,3.759
18.113,3.759
18.768,3.759
19.416,3.768
20.050,3.773
20.689,3.773
21.328,3.773
21.975,3.778
22.610,3.773
23.241,3.763
23.892,3.763
24.543,3.759
25.182,3.763
25.825,3.773
26.481,3.759
27.148,3.768
27.820,3.763
28.479,3.773
29.143,3.763
29.811,3.759
30.454,3.763
31.097,3.768
31.732,3.763
32.371,3.768
32.997,3.763
33.612,3.773
34.238,3.773
34.865,3.759
35.512,3.759
36.155,3.759
36.798,3.768
37.449,3.773
38.117,3.759
38.789,3.759
39.440,3.759
40.095,3.759
40.742,3.778
41.388,3.763
42.008,3.768
42.624,3.763
43.241,3.759
43.859,3.763
44.470,3.763
45.088,3.759
45.727,3.773
46.391,3.768
47.062,3.773
47.730,3.759
48.406,3.763
49.098,3.759
49.798,3.773
50.474,3.773
51.137,3.773
51.793,3.773
52.444,3.759
53.083,3.773
53.706,3.773
54.324,3.768
54.951,3.763
55.577,3.773
56.200,3.759
56.819,3.778
57.441,3.759
58.063,3.768
58.666,3.759
59.264,3.773
59.874,3.768
