t_s,voltage
0.275,3.759
0.881,3.773
1.504,3.773
2.106,3.768
2.712,3.768
3.327,3.778
3.920,3.778
4.522,3.768
5.132,3.773
5.726,3.768
6.328,3.773
6.926,3.768
7.516,3.773
8.127,3.763
8.724,3.763
9.327,3.773
9.953,3.763
10.559,3.768
11.186,3.768
11.809,3.759
12.427,3.759
13.058,3.773
13.668,3.768
14.291,3.759
14.909,3.768
15.532,3.763
16.154,3.656
16.785,3.763
17.420,3.773
18.043,3.763
18.686,3.773
19.320,3.763
19.972,3.773
20.615,3.768
21.274,3.773
21.913,3.759
22.540,3.778
23.179,3.768
23.797,3.759
24.424,3.773
25.030,3.773
25.657,3.773
26.271,3.763
26.881,3.763
27.504,3.773
28.110,3.773
28.733,3.773
29.351,3.773
29.978,3.763
30.617,3.773
31.243,3.773
31.874,3.768
32.505,3.759
33.148,3.768
33.807,3.773
34.430,3.773
35.073,3.768
35.704,3.773
36.351,3.773
36.998,3.778
37.625,3.763
38.259,3.763
38.898,3.778
39.509,3.768
40.156,3.768
40.819,3.763
41.458,3.763
42.105,3.768
42.769,3.778
43.408,3.768
44.059,3.773
44.747,3.759
45.407,3.763
46.046,3.763
46.705,3.768
47.365,3.768
47.995,3.773
48.634,3.759
49.285,3.773
49.920,3.768
50.559,3.759
51.202,3.763
51.841,3.773
52.468,3.768
53.095,3.768
53.730,3.768
54.356,3.763
54.987,3.773
55.642,3.773
56.269,3.759
56.912,3.768
57.559,3.759
58.178,3.759
58.808,3.773
59.439,3.768
