t_s,voltage
0.573,3.514
1.233,3.519
1.908,3.524
2.597,3.534
3.293,3.539
3.973,3.539
4.645,3.534
5.329,3.543
6.017,3.519
6.693,3.519
7.356,3.524
8.040,3.529
8.728,3.529
9.429,3.539
10.113,3.543
10.834,3.539
11.558,3.539
12.283,3.543
12.976,3.529
13.688,3.534
14.401,3.543
15.081,3.534
15.765,3.539
16.449,3.529
17.141,3.534
17.801,3.529
18.493,3.524
19.201,3.519
19.906,3.524
20.598,3.539
21.319,3.524
22.048,3.534
22.744,3.534
23.449,3.539
24.129,3.524
24.797,3.543
25.452,3.539
26.099,3.524
26.738,3.529
27.397,3.543
28.077,3.524
28.766,3.539
29.437,3.539
30.150,3.539
30.883,3.524
31.641,3.529
32.362,3.543
33.095,3.529
33.836,3.534
34.574,3.529
35.274,3.534
35.970,3.539
36.683,3.519
37.404,3.524
38.125,3.539
38.825,3.524
39.542,3.519
40.275,3.529
40.975,3.524
41.696,3.539
42.438,3.529
43.183,3.539
43.883,3.534
44.592,3.539
45.297,3.534
46.001,3.539
46.665,3.534
47.324,3.543
47.992,3.539
48.680,3.524
49.364,3.529
50.064,3.534
50.789,3.539
51.522,3.519
52.239,3.543
53.001,3.524
53.767,3.539
54.484,3.534
55.221,3.539
55.950,3.534
56.638,3.539
57.343,3.534
58.043,3.534
58.719,3.534
59.399,3.529
