t_s,voltage
0.430,3.768
0.975,3.768
1.515,3.773
2.044,3.763
2.589,3.778
3.129,2.170
3.662,3.773
4.198,3.783
4.743,3.773
5.271,3.763
5.808,3.778
6.361,3.778
6.910,3.778
7.450,3.778
8.011,3.773
8.573,3.768
9.121,3.768
9.670,3.778
10.235,3.768
10.780,3.768
11.321,3.778
11.886,3.778
12.431,3.763
12.972,3.778
13.533,3.768
14.090,3.773
14.630,3.763
15.187,3.773
15.757,3.768
16.306,3.773
16.863,3.778
17.452,3.778
18.017,3.763
18.579,3.773
19.173,3.773
19.734,3.773
20.299,3.778
20.893,3.773
21.466,3.768
22.027,3.773
22.617,3.773
23.199,3.763
23.752,3.778
24.333,3.773
24.907,3.773
25.468,3.773
26.033,3.773
26.611,3.773
27.172,3.773
27.725,3.768
28.302,3.778
28.859,3.773
29.408,3.773
29.981,3.763
30.551,3.763
31.104,3.773
31.665,3.773
32.246,3.763
32.808,3.763
33.381,3.773
33.950,3.763
34.503,3.773
35.056,3.778
35.589,3.773
36.137,3.763
36.699,3.773
37.239,3.759
37.780,3.768
38.349,3.773
38.898,3.768
39.455,3.773
40.024,3.773
40.590,3.763
41.142,3.773
41.720,3.778
42.277,3.759
42.838,3.773
43.424,3.763
43.997,3.773
44.559,3.773
45.156,3.773
45.746,3.773
46.316,3.778
46.917,3.778
47.511,3.778
48.081,3.763
48.675,3.778
49.285,3.763
49.862,3.773
50.456,3.773
51.071,3.763
51.697,3.759
52.275,3.768
52.881,3.778
53.504,3.768
54.118,3.763
54.712,3.778
55.335,3.763
55.986,3.773
56.588,3.768
57.206,3.768
57.845,3.759
58.468,3.768
59.082,3.763
59.713,3.773
