t_s,voltage
0.774,3.754
1.589,3.754
2.420,3.759
3.194,3.768
4.018,3.759
4.861,3.768
5.668,3.759
6.475,3.773
7.294,3.759
8.154,3.759
8.928,3.768
9.744,3.768
10.571,3.759
11.390,3.768
12.164,3.759
12.967,3.768
13.782,3.773
14.536,3.768
15.330,3.763
16.178,3.754
17.038,3.768
17.837,3.759
18.697,3.763
19.574,3.763
20.380,3.759
21.228,3.759
22.088,3.768
22.916,3.759
23.702,3.773
24.505,3.768
25.312,3.768
26.066,3.763
26.852,3.773
27.667,3.759
28.494,3.773
29.281,3.763
30.137,3.759
31.013,3.759
31.808,3.763
32.639,3.773
33.483,3.759
34.261,3.749
35.072,3.768
35.895,3.759
36.702,3.773
37.501,3.768
38.337,3.773
39.192,3.754
39.979,3.759
40.810,3.773
41.650,3.773
42.465,3.763
43.239,3.773
44.058,3.768
44.894,3.773
45.672,3.759
46.455,3.768
47.274,3.773
48.105,3.763
48.883,3.768
49.723,3.768
50.595,3.768
51.390,3.763
52.254,3.773
53.110,3.768
53.917,3.768
54.757,3.768
55.596,3.768
56.370,3.754
57.173,3.754
57.976,3.754
58.754,3.763
59.582,3.768
