t_s,voltage
0.939,3.778
1.738,3.773
2.598,3.768
3.466,3.768
4.260,3.783
5.068,3.778
5.891,3.783
6.678,3.783
7.415,3.783
8.201,3.783
9.000,3.778
9.762,3.778
10.524,3.783
11.315,3.778
12.109,3.788
12.870,3.778
13.673,3.773
14.476,3.768
15.242,3.783
15.979,3.778
16.741,3.783
17.523,3.783
18.318,3.783
19.072,3.783
19.874,3.783
20.689,3.778
21.488,3.768
22.291,3.768
23.118,3.783
23.966,3.778
24.765,3.768
25.604,3.778
26.452,3.778
27.247,3.783
28.054,3.783
28.881,3.778
29.680,3.773
30.458,3.768
31.281,3.783
32.096,3.783
32.858,3.783
33.689,3.778
34.488,3.768
35.303,3.783
36.135,3.783
36.925,3.768
37.753,3.778
38.584,3.778
39.358,3.788
40.141,3.783
40.972,3.778
41.775,3.778
42.561,3.778
43.397,3.783
44.240,3.783
45.035,3.778
45.829,3.783
46.645,3.783
47.464,3.773
48.221,3.783
49.016,3.768
49.836,3.778
50.614,3.783
51.375,3.783
52.174,3.778
52.993,3.783
53.767,3.778
54.549,3.768
55.352,3.763
56.147,3.768
56.880,3.768
57.617,3.783
58.371,3.778
59.137,3.773
59.886,3.768
