t_s,voltage
0.836,3.788
1.593,3.788
2.355,3.773
3.092,3.783
3.858,3.778
4.624,3.778
5.390,3.783
6.164,3.793
6.930,3.788
7.692,3.793
8.470,3.783
9.257,3.788
10.053,3.783
10.883,3.783
11.722,3.788
12.546,3.793
13.393,3.773
14.233,3.788
15.069,3.783
15.880,3.783
16.715,3.773
17.530,3.773
18.349,3.773
19.177,3.783
20.021,3.793
20.819,3.788
21.647,3.793
22.498,3.773
23.309,3.788
24.129,3.778
24.948,3.773
25.775,3.783
26.553,3.768
27.344,3.783
28.142,3.783
28.917,3.783
29.715,3.773
30.518,3.783
31.304,3.788
32.071,3.783
32.869,3.788
33.688,3.788
34.483,3.783
35.298,3.773
36.138,3.793
36.916,3.773
37.747,3.778
38.591,3.783
39.386,3.773
40.176,3.793
40.987,3.788
41.822,3.788
42.597,3.773
43.416,3.773
44.259,3.788
45.042,3.788
45.881,3.788
46.729,3.783
47.516,3.788
48.327,3.788
49.130,3.788
49.883,3.793
50.678,3.773
51.480,3.778
52.238,3.773
53.045,3.788
53.881,3.783
54.679,3.778
55.503,3.788
56.350,3.788
57.174,3.778
57.993,3.793
58.820,3.788
59.619,3.783
