t_s,voltage
0.679,3.509
1.359,3.509
2.055,3.509
2.760,3.500
3.432,3.509
4.136,3.519
4.853,3.514
5.553,3.519
6.258,3.500
6.983,3.514
7.712,3.519
8.404,3.519
9.141,3.519
9.878,3.514
10.587,3.504
11.324,3.514
12.078,3.519
12.852,3.504
13.602,3.514
14.388,3.514
15.175,3.504
15.924,3.519
16.706,3.519
17.480,3.504
18.205,3.519
18.955,3.519
19.709,3.509
20.421,3.509
21.171,3.519
21.912,3.509
22.649,3.504
23.383,3.500
24.136,3.514
24.915,3.509
25.680,3.519
26.495,3.504
27.315,3.509
28.105,3.514
28.932,3.514
29.731,3.509
30.522,3.509
31.325,3.519
32.098,3.509
32.873,3.509
33.696,3.514
34.499,3.519
35.318,3.519
36.153,3.519
36.968,3.519
37.747,3.509
38.546,3.519
39.319,3.519
40.061,3.504
40.831,3.519
41.597,3.514
42.338,3.519
43.117,3.504
43.923,3.519
44.673,3.519
45.480,3.509
46.274,3.519
47.012,3.519
47.782,3.514
48.552,3.519
49.281,3.519
50.047,3.504
50.813,3.519
51.542,3.514
52.312,3.519
53.098,3.514
53.839,3.504
54.651,3.509
55.470,3.514
56.264,3.509
57.075,3.514
57.907,3.509
58.722,3.504
59.508,3.504
