t_s,voltage
0.597,3.553
1.162,3.553
1.760,3.568
2.362,3.568
2.956,3.563
3.558,3.553
4.160,3.573
4.754,3.568
5.348,3.563
5.942,3.573
6.544,3.568
7.163,3.563
7.773,3.568
8.395,3.553
9.043,3.573
9.719,3.553
10.382,3.548
11.066,3.558
11.750,3.573
12.446,3.573
13.110,3.568
13.786,3.553
14.457,3.568
15.125,3.563
15.756,3.548
16.395,3.568
17.034,3.568
17.677,3.563
18.299,3.568
18.922,3.548
19.553,3.568
20.200,3.553
20.835,3.563
21.470,3.558
22.108,3.573
22.748,3.558
23.366,3.563
23.988,3.573
24.611,3.548
25.229,3.558
25.840,3.553
26.458,3.568
27.065,3.563
27.663,3.568
28.256,3.568
28.850,3.573
29.456,3.568
30.071,3.548
30.669,3.558
31.271,3.558
31.885,3.568
32.500,3.563
33.102,3.548
33.704,3.573
34.314,3.573
34.916,3.558
35.510,3.568
36.104,3.578
36.710,3.553
37.325,3.558
37.931,3.568
38.561,3.568
39.200,3.553
39.844,3.553
40.466,3.563
41.113,3.568
41.764,3.553
42.387,3.548
43.014,3.568
43.649,3.548
44.275,3.548
44.881,3.553
45.496,3.573
46.110,3.568
46.733,3.563
47.343,3.568
47.966,3.573
48.597,3.563
49.231,3.558
49.850,3.563
50.477,3.568
51.115,3.548
51.738,3.568
52.348,3.548
52.967,3.553
53.589,3.573
54.208,3.553
54.810,3.553
55.408,3.563
56.010,3.568
56.620,3.568
57.231,3.548
57.820,3.548
58.414,3.568
59.016,3.568
59.627,3.568
