t_s,voltage
0.730,3.534
1.545,3.534
2.410,3.553
3.282,3.548
4.142,3.553
5.019,3.553
5.944,3.553
6.854,3.543
7.722,3.534
8.578,3.553
9.414,3.548
10.208,3.553
11.060,3.553
11.916,3.553
12.764,3.558
13.616,3.548
14.419,3.543
15.271,3.539
16.123,3.553
16.987,3.558
17.806,3.558
18.670,3.539
19.559,3.553
20.444,3.543
21.320,3.539
22.184,3.534
23.045,3.558
23.860,3.558
24.703,3.534
25.515,3.534
26.366,3.548
27.235,3.558
28.103,3.539
28.967,3.553
29.840,3.553
30.704,3.529
31.544,3.558
32.416,3.553
33.288,3.553
34.161,3.548
35.025,3.553
35.852,3.553
36.716,3.539
37.564,3.543
38.375,3.548
39.227,3.548
40.075,3.548
40.943,3.558
41.796,3.529
42.606,3.553
43.450,3.558
44.261,3.558
45.060,3.553
45.986,3.534
46.944,3.539
47.894,3.553
48.828,3.534
49.770,3.548
50.659,3.558
51.515,3.548
52.400,3.534
53.276,3.548
54.124,3.534
54.972,3.534
55.836,3.534
56.700,3.529
57.573,3.529
58.433,3.543
59.252,3.558
