t_s,voltage
0.909,3.529
1.785,3.539
2.670,3.548
3.546,3.529
4.423,3.558
5.283,3.548
6.098,3.548
6.889,3.553
7.835,3.558
8.756,3.534
9.682,3.534
10.616,3.563
11.525,3.534
12.430,3.548
13.344,3.534
14.245,3.558
15.133,3.558
16.010,3.553
16.891,3.534
17.763,3.539
18.619,3.553
19.463,3.548
20.315,3.534
21.154,3.534
21.974,3.543
22.756,3.553
23.551,3.548
24.374,3.558
25.209,3.543
26.053,3.558
26.831,3.548
27.634,3.553
28.449,3.558
29.281,3.558
30.104,3.558
30.886,3.543
31.677,3.553
32.512,3.548
33.332,3.543
34.155,3.548
34.925,3.553
35.720,3.539
36.514,3.553
37.329,3.534
38.148,3.548
38.951,3.534
39.717,3.553
40.520,3.534
41.323,3.534
42.130,3.543
42.932,3.539
43.694,3.543
44.485,3.558
45.283,3.548
46.066,3.534
46.807,3.529
47.561,3.553
48.343,3.553
49.138,3.558
49.912,3.539
50.674,3.543
51.472,3.534
52.287,3.534
53.094,3.539
53.872,3.543
54.655,3.553
55.474,3.558
56.293,3.534
57.125,3.548
57.923,3.529
58.685,3.534
59.500,3.548
