t_s,voltage
0.755,3.768
1.369,3.768
1.996,3.768
2.627,3.773
3.249,1.911
3.872,3.768
4.515,3.773
5.162,3.763
5.793,3.754
6.420,3.759
7.046,3.754
7.697,3.763
8.369,3.768
9.074,3.763
9.782,3.763
10.516,3.759
11.273,3.768
12.039,3.768
12.756,3.763
13.497,3.759
14.234,3.768
14.939,3.768
15.652,3.749
16.372,3.768
17.061,3.763
17.712,3.759
18.375,3.763
19.055,3.768
19.768,3.754
20.456,3.768
21.181,3.763
21.939,3.768
22.717,3.768
23.454,2.165
24.245,3.763
25.035,3.763
25.781,3.759
26.555,3.754
27.325,3.768
28.078,3.763
28.828,3.754
29.594,3.749
30.405,3.768
31.167,3.519
31.965,3.763
32.776,3.759
33.526,3.763
34.296,3.763
35.070,3.763
35.811,3.749
36.553,3.768
37.310,3.763
38.060,3.763
38.764,3.768
39.502,3.768
40.218,3.773
40.910,3.759
41.598,3.763
42.287,3.773
42.979,3.763
43.667,3.763
44.355,3.763
45.043,3.759
45.731,3.759
46.399,3.768
47.067,3.754
47.709,3.763
48.369,3.759
49.045,3.754
49.745,3.754
50.417,3.768
51.146,3.754
51.908,3.768
52.690,3.759
53.456,3.768
54.263,3.754
55.078,3.763
55.831,3.754
56.622,3.768
57.400,3.763
58.146,3.754
58.891,3.763
59.645,3.768
