t_s,voltage
0.677,3.529
1.479,3.509
2.311,3.519
3.151,3.524
3.982,3.519
4.773,3.514
5.591,3.534
6.415,3.534
7.242,3.514
8.062,3.519
8.852,3.534
9.630,3.524
10.449,3.514
11.265,3.534
12.084,3.524
12.878,3.534
13.648,3.529
14.431,3.539
15.217,3.529
16.008,3.519
16.798,3.524
17.593,3.539
18.371,3.529
19.116,3.519
19.894,3.524
20.665,3.519
21.447,3.519
22.184,3.534
22.946,3.534
23.736,3.524
24.527,3.534
25.330,3.539
26.092,3.529
26.874,3.539
27.673,3.529
28.471,3.524
29.262,3.534
30.019,3.539
30.794,3.539
31.596,3.534
32.387,3.514
33.128,3.514
33.915,3.514
34.709,3.514
35.504,3.514
36.262,3.534
37.060,3.539
37.879,3.539
38.666,3.519
39.407,3.529
40.198,3.519
41.025,3.524
41.836,3.539
42.659,3.534
43.474,3.534
44.294,3.539
45.072,3.539
45.879,3.524
46.686,3.534
47.509,3.514
48.303,3.539
49.094,3.539
49.905,3.519
50.724,3.534
51.543,3.534
52.334,3.534
53.141,3.524
53.960,3.534
54.783,3.524
55.602,3.539
56.409,3.524
57.220,3.539
58.035,3.519
58.863,3.539
59.674,3.529
