t_s,voltage
0.591,3.490
1.336,3.519
2.155,3.504
2.962,3.519
3.728,3.500
4.539,3.514
5.350,3.514
6.173,3.524
6.947,3.519
7.685,3.504
8.483,3.514
9.278,3.504
10.085,3.524
10.867,3.519
11.625,3.514
12.436,3.514
13.272,3.524
14.107,3.519
14.943,3.514
15.778,3.504
16.589,3.519
17.359,3.519
18.174,3.514
18.973,3.504
19.800,3.504
20.620,3.509
21.443,3.519
22.250,3.524
23.069,3.500
23.876,3.514
24.679,3.519
25.485,3.519
26.239,3.504
26.989,3.524
27.775,3.514
28.570,3.519
29.373,3.519
30.134,3.519
30.880,3.524
31.683,3.524
32.481,3.514
33.288,3.509
34.038,3.519
34.812,3.509
35.598,3.519
36.397,3.504
37.183,3.509
37.917,3.514
38.666,3.519
39.436,3.514
40.223,3.514
41.005,3.524
41.734,3.519
42.512,3.504
43.315,3.519
44.126,3.519
44.949,3.524
45.727,3.519
46.506,3.519
47.316,3.519
48.107,3.514
48.877,3.504
49.631,3.519
50.405,3.524
51.191,3.504
51.990,3.514
52.784,3.514
53.542,3.514
54.341,3.504
55.127,3.519
55.938,3.524
56.717,3.504
57.462,3.509
58.248,3.519
59.035,3.519
59.834,3.519
