t_s,voltage
0.698,3.759
2.189,3.749
2.930,3.749
3.635,3.773
4.343,3.763
5.084,3.759
5.826,3.763
6.604,3.768
7.431,3.759
8.275,3.763
9.102,3.768
9.950,3.763
10.765,3.763
11.585,3.768
12.412,3.763
13.178,3.754
13.964,3.768
14.763,3.763
15.541,3.763
16.377,3.763
17.245,3.754
18.113,3.763
18.990,3.768
19.874,3.763
20.714,3.754
21.578,3.754
22.463,3.749
23.286,3.749
24.155,3.768
25.015,3.763
25.846,3.754
26.731,3.749
27.607,3.768
28.451,3.749
29.336,3.749
30.163,3.763
31.011,3.768
31.867,3.749
32.690,3.768
33.493,3.768
34.374,3.754
35.263,3.759
36.135,3.768
36.991,3.763
37.896,3.763
38.801,3.763
39.690,3.749
40.518,3.749
41.382,3.754
42.238,3.759
43.090,3.749
43.905,3.759
44.777,3.759
45.666,3.768
46.538,3.759
47.407,3.768
48.357,3.754
49.323,3.763
50.274,3.754
51.122,3.759
51.965,3.763
52.813,3.759
53.599,3.763
54.386,3.763
55.238,3.749
56.053,3.749
56.807,3.754
57.560,3.768
58.351,3.763
59.252,3.763
