t_s,voltage
0.412,3.749
1.100,3.763
1.820,3.754
2.558,3.763
3.279,3.749
4.012,3.759
4.778,3.754
5.490,3.763
6.199,3.749
6.899,3.749
7.608,3.759
8.366,3.749
9.152,3.763
9.910,3.768
10.749,3.768
11.589,3.768
12.380,3.754
13.203,3.768
14.030,3.749
14.862,3.754
15.607,3.763
16.349,3.759
17.127,3.763
17.921,3.763
18.724,3.754
19.506,3.763
20.371,3.763
21.259,3.763
22.128,3.768
23.013,3.763
23.893,3.749
24.737,3.754
25.544,3.768
26.363,3.768
27.190,3.759
28.030,3.759
28.849,3.754
29.717,3.749
30.614,3.759
31.470,3.763
32.379,3.759
33.285,3.768
34.128,3.763
34.964,3.768
35.808,3.763
36.660,3.763
37.438,3.754
38.290,3.759
39.199,3.759
40.121,3.768
40.981,3.768
41.878,3.768
42.725,3.749
43.520,3.759
44.347,3.768
45.200,3.763
46.006,3.754
46.854,3.768
47.743,3.763
48.652,3.759
49.512,3.749
50.389,3.768
51.270,3.754
52.081,3.763
52.916,3.763
53.764,3.763
54.636,3.759
55.427,3.759
56.246,3.749
57.086,3.754
57.929,3.768
58.724,3.749
59.625,3.763
