t_s,voltage
0.685,3.597
1.303,3.583
1.914,3.583
2.524,3.587
3.142,3.602
3.777,3.607
4.379,3.592
4.994,3.607
5.612,3.587
6.226,3.592
6.833,3.602
7.439,3.602
8.049,3.607
8.647,3.583
9.257,3.607
9.868,3.602
10.478,3.597
11.092,3.587
11.711,3.597
12.342,3.583
12.964,3.597
13.595,3.607
14.234,3.592
14.881,3.573
15.536,3.573
16.175,3.597
16.819,3.592
17.457,3.597
18.100,3.587
18.727,3.602
19.358,3.602
19.988,2.967
20.623,3.597
21.254,3.573
21.901,3.597
22.569,3.578
23.241,3.597
23.941,3.578
24.646,3.592
25.354,3.587
26.046,3.602
26.739,3.597
27.427,3.578
28.086,3.597
28.746,3.583
29.405,3.573
30.052,3.578
30.703,3.597
31.363,3.578
32.030,3.583
32.686,3.597
33.370,3.583
34.070,3.592
34.775,3.578
35.467,3.597
36.180,3.592
36.900,3.592
37.605,3.587
38.285,3.578
38.965,3.583
39.636,3.583
40.296,3.583
40.943,3.573
41.590,3.568
42.237,3.583
42.876,3.578
43.519,3.592
44.171,3.592
44.830,3.592
45.469,3.573
46.128,3.587
46.796,3.592
47.455,3.592
48.123,3.587
48.791,3.597
49.454,3.583
50.089,3.587
50.728,3.587
51.359,3.583
51.990,3.568
52.604,3.578
53.226,3.573
53.861,3.592
54.501,3.592
55.143,3.568
55.803,3.587
56.474,3.568
57.146,3.587
57.822,3.592
58.498,3.578
59.178,3.578
59.825,3.592
