t_s,voltage
0.957,3.514
1.514,3.514
2.075,3.514
2.632,3.509
3.181,3.514
3.730,3.524
4.270,3.509
4.815,3.509
5.347,3.524
5.872,3.509
6.392,3.529
6.912,3.524
7.428,3.524
7.944,3.509
8.460,3.514
8.980,3.529
9.509,3.514
10.054,3.524
10.623,3.524
11.200,3.519
11.798,3.519
12.425,3.524
13.064,3.514
13.691,3.514
14.326,3.509
14.973,3.504
15.616,3.519
16.243,3.509
16.873,3.524
17.508,3.509
18.139,3.524
18.761,3.509
19.376,3.519
19.994,3.519
20.601,3.509
21.203,3.524
21.801,3.514
22.403,3.524
23.001,3.509
23.599,3.524
24.201,3.509
24.815,3.519
25.434,3.529
26.056,3.524
26.687,3.519
27.326,3.509
27.957,3.524
28.587,3.519
29.222,3.519
29.845,3.529
30.471,3.504
31.090,3.509
31.712,3.519
32.323,3.524
32.933,3.509
33.539,3.514
34.137,3.519
34.735,3.524
35.317,3.524
35.903,3.509
36.476,3.504
37.058,3.514
37.639,3.509
38.229,3.524
38.815,3.509
39.409,3.524
40.007,3.529
40.617,3.509
41.219,3.524
41.825,3.529
42.440,3.519
43.050,3.514
43.660,3.524
44.270,3.519
44.877,3.519
45.483,3.529
46.081,3.529
46.683,3.529
47.285,3.524
47.895,3.524
48.493,3.509
49.095,3.519
49.706,3.529
50.320,3.529
50.934,3.524
51.549,3.509
52.163,3.519
52.774,3.509
53.380,3.514
53.978,3.514
54.584,3.509
55.190,3.514
55.788,3.529
56.390,3.524
56.988,3.529
57.590,3.524
58.188,3.524
58.778,3.519
59.372,3.524
59.962,3.509
