t_s,voltage
0.524,3.749
1.175,3.768
1.798,3.759
2.421,3.768
3.039,3.759
3.649,3.773
4.243,3.773
4.837,3.768
5.435,3.768
6.025,3.759
6.623,3.763
7.213,3.768
7.803,3.768
8.417,3.768
9.085,3.763
9.760,3.768
10.424,3.759
11.128,3.768
11.853,3.754
12.525,3.754
13.225,3.773
13.946,3.759
14.638,3.759
15.318,3.768
16.011,3.759
16.711,3.759
17.391,3.768
18.099,3.768
18.841,3.768
19.545,3.768
20.278,3.759
21.044,3.768
21.765,3.768
22.502,3.754
23.260,3.768
23.977,3.768
24.677,3.759
25.357,3.763
26.033,3.763
26.688,3.763
27.360,3.773
28.065,3.768
28.781,3.763
29.474,3.763
30.198,3.773
30.944,3.754
31.661,3.759
32.328,3.768
33.008,3.768
33.692,3.773
34.376,3.773
35.060,3.768
35.781,3.763
36.547,3.763
37.272,3.763
38.063,3.754
38.919,3.749
39.680,3.768
40.504,3.763
41.335,3.763
42.085,3.768
42.855,3.759
43.608,3.768
44.325,3.773
45.062,3.754
45.804,3.759
46.516,3.763
47.278,3.773
48.052,3.768
48.794,3.759
49.576,3.768
50.362,3.773
51.095,3.768
51.812,3.773
52.513,3.773
53.197,3.754
53.877,3.773
54.581,3.768
55.310,3.773
56.002,3.754
56.719,3.759
57.415,3.763
58.087,3.768
58.767,3.754
59.463,3.763
