t_s,voltage
0.821,3.768
1.534,3.768
2.242,3.768
3.004,3.763
3.815,3.759
4.573,3.768
5.384,3.768
6.215,3.773
6.993,3.763
7.817,3.763
8.644,3.773
9.426,3.759
10.258,3.749
11.114,3.768
11.929,3.759
12.769,3.759
13.633,3.759
14.460,3.768
15.287,3.768
16.131,3.763
16.913,3.768
17.684,3.763
18.478,3.763
19.281,3.763
20.051,3.759
20.878,3.768
21.714,3.768
22.508,3.768
23.381,3.759
24.241,3.749
25.060,3.754
25.900,3.768
26.727,3.763
27.497,3.754
28.279,3.763
29.086,3.749
29.905,3.754
30.692,3.754
31.572,3.763
32.473,3.763
33.297,3.754
34.161,3.754
35.033,3.763
35.857,3.763
36.655,3.768
37.466,3.768
38.249,3.768
38.994,3.749
39.686,3.768
40.415,3.749
41.206,3.763
42.033,3.768
42.856,3.759
43.778,3.754
44.675,3.768
45.539,3.763
46.432,3.763
47.284,3.763
48.160,3.763
49.033,3.768
49.832,3.763
50.667,3.768
51.527,3.754
52.334,3.763
53.207,3.763
54.095,3.763
54.968,3.759
55.796,3.754
56.655,3.759
57.520,3.763
58.298,3.759
59.096,3.763
59.911,3.768
