t_s,voltage
0.015,3.480
1.130,3.524
1.839,3.524
2.559,3.529
3.284,3.543
4.013,3.539
4.734,3.539
5.398,3.548
6.078,3.539
6.799,3.543
7.601,3.519
8.429,3.543
9.256,3.524
10.026,3.534
10.845,3.543
11.726,3.543
12.619,3.534
13.491,3.539
14.372,3.543
15.216,3.543
15.969,3.524
16.703,3.534
17.456,3.543
18.251,3.539
19.066,3.548
19.901,3.543
20.733,3.524
21.540,3.534
22.277,3.529
23.018,3.548
23.776,3.524
24.538,3.524
25.267,3.529
26.053,3.524
26.926,3.534
27.819,3.543
28.724,3.548
29.613,3.548
30.428,3.543
31.247,3.548
32.050,3.548
32.865,3.539
33.700,3.543
34.536,3.543
35.367,3.548
36.183,3.539
36.981,3.543
37.723,3.548
38.488,3.534
39.205,3.548
39.959,3.524
40.766,3.529
41.610,3.534
42.412,3.548
43.227,3.539
44.038,3.534
44.743,3.534
45.419,3.524
46.086,3.543
46.750,3.539
47.401,3.529
48.036,3.534
48.675,3.543
49.543,3.524
50.440,3.529
51.354,3.534
52.259,3.548
53.160,3.543
53.995,3.524
54.815,3.539
55.601,3.529
56.367,3.548
57.100,3.543
57.862,3.539
58.648,3.543
59.455,3.548
