t_s,voltage
1.129,3.548
1.891,3.543
2.648,3.548
3.472,3.539
4.246,3.543
5.036,3.539
5.921,3.524
6.806,3.548
7.694,3.534
8.567,3.558
9.447,3.534
10.320,3.553
11.172,3.558
12.024,3.548
12.872,3.553
13.719,3.534
14.559,3.534
15.395,3.553
16.193,3.539
17.004,3.558
17.824,3.529
18.663,3.534
19.499,3.548
20.294,3.553
21.133,3.534
21.989,3.529
22.841,3.548
23.681,3.553
24.545,3.553
25.360,3.529
26.195,3.553
27.064,3.553
27.924,3.543
28.731,3.534
29.579,3.534
30.447,3.534
31.266,3.553
32.114,3.553
32.958,3.553
33.785,3.548
34.555,3.553
35.366,3.534
36.173,3.548
36.988,3.548
37.783,3.548
38.549,3.543
39.310,3.548
40.048,3.558
40.793,3.534
41.539,3.534
42.374,3.539
43.255,3.553
44.156,3.553
45.057,3.553
45.962,3.548
46.871,3.548
47.711,3.548
48.563,3.543
49.431,3.548
50.291,3.558
51.156,3.529
51.979,3.534
52.806,3.534
53.658,3.548
54.502,3.558
55.358,3.543
56.210,3.534
57.041,3.553
57.902,3.539
58.774,3.543
59.605,3.548
