t_s,voltage
0.607,3.519
1.168,3.509
1.729,3.524
2.290,3.519
2.848,3.524
3.400,3.524
3.949,3.524
4.498,3.524
5.039,3.509
5.575,3.514
6.104,3.524
6.632,3.524
7.152,3.519
7.677,3.509
8.197,3.524
8.717,3.519
9.237,3.529
9.765,3.524
10.323,3.524
10.945,3.524
11.584,3.529
12.219,3.519
12.870,3.509
13.570,3.529
14.291,3.524
14.959,3.529
15.615,3.524
16.278,3.509
16.945,3.524
17.601,3.524
18.252,3.529
18.899,3.519
19.546,3.529
20.181,3.509
20.816,3.524
21.451,3.519
22.082,3.519
22.700,3.519
23.314,3.519
23.921,3.524
24.527,3.514
25.129,3.514
25.723,3.509
26.325,3.524
26.927,3.509
27.541,3.519
28.148,3.514
28.766,3.529
29.389,3.504
30.028,3.509
30.655,3.529
31.281,3.524
31.908,3.529
32.534,3.529
33.161,3.509
33.767,3.524
34.373,3.519
34.975,3.519
35.569,3.524
36.151,3.524
36.733,3.519
37.314,3.519
37.892,3.524
38.473,3.514
39.059,3.509
39.641,3.504
40.231,3.509
40.833,3.519
41.439,3.519
42.033,3.509
42.635,3.529
43.241,3.509
43.843,3.529
44.445,3.529
45.039,3.524
45.637,3.519
46.235,3.519
46.833,3.519
47.423,3.524
48.021,3.509
48.619,3.509
49.225,3.519
49.823,3.529
50.425,3.529
51.027,3.519
51.629,3.514
52.231,3.524
52.829,3.514
53.428,3.519
54.034,3.514
54.640,3.524
55.238,3.524
55.840,3.519
56.442,3.524
57.048,3.519
57.654,3.509
58.261,3.509
58.871,3.509
59.489,3.529
