t_s,voltage
0.748,3.534
1.580,3.548
2.436,3.529
3.222,3.529
4.025,3.548
4.828,3.529
5.598,3.543
6.351,3.548
7.125,3.534
7.916,3.524
8.682,3.548
9.473,3.543
10.271,3.539
11.017,3.539
11.738,3.524
12.483,3.534
13.232,3.548
13.982,3.548
14.789,3.534
15.628,3.529
16.435,3.548
17.263,3.524
18.106,3.543
18.934,3.534
19.729,3.548
20.544,3.548
21.355,3.539
22.116,3.529
22.927,3.543
23.743,3.548
24.529,3.524
25.340,3.548
26.163,3.534
26.966,3.548
27.781,3.529
28.616,3.524
29.423,3.534
30.214,3.543
31.017,3.548
31.815,3.529
32.557,3.543
33.323,3.543
34.097,3.529
34.855,3.548
35.616,3.529
36.399,3.548
37.198,3.539
37.959,3.543
38.754,3.529
39.557,3.529
40.306,3.539
41.064,3.543
41.834,3.529
42.600,3.529
43.345,3.524
44.116,3.534
44.902,3.543
45.643,3.539
46.417,3.524
47.204,3.548
47.957,3.543
48.719,3.524
49.489,3.548
50.218,3.539
50.980,3.524
51.766,3.524
52.557,3.539
53.335,3.529
54.154,3.539
54.994,3.543
55.776,3.539
56.596,3.534
57.431,3.524
58.213,3.534
59.024,3.548
59.843,3.524
